age,monthly_income,monthly_expenses,num_dependents,existing_savings,debt_payments,investment_amount,employment_type,has_insurance,financial_health_score,recommended_monthly_saving
51,967849,736512,0,1731539,432058,44576,employed,1,100,0
59,1850828,949042,5,1909485,206803,5966,employed,0,100,138996
60,1486090,1006090,3,83110,402913,44647,employed,1,100,15417
47,1683917,767597,0,1487866,285465,48078,employed,0,100,126170
27,1370782,1177834,1,2182074,455616,60869,employed,0,100,0
61,1007724,757072,5,3519042,319980,193999,employed,0,100,0
25,258664,243731,5,3856197,455998,294144,employed,0,100,0
19,355913,307590,2,1296929,298327,159415,self_employed,1,100,0
60,888725,344541,3,1326131,16308,31267,self_employed,1,100,105575
39,1174851,891883,3,2627550,496936,11336,employed,0,100,0
41,634730,308163,2,3818177,14940,174288,student,1,100,62325
23,965779,663032,3,3574459,261130,295077,employed,1,100,8323
22,1026451,739923,2,804119,59015,120491,self_employed,0,100,45502
47,123067,97164,3,2567686,360989,237287,self_employed,1,100,0
47,1981000,1248984,2,4350022,310606,86395,self_employed,0,100,84281
49,490746,266392,2,3293747,204113,32583,employed,1,100,4048
20,1355193,1239207,1,114162,335000,200432,employed,1,100,0
29,470132,243465,2,1161198,128703,254356,student,1,100,19592
43,144385,70822,5,4930000,371182,156807,student,0,100,0
29,499051,251322,5,4955167,492219,138281,student,0,100,0
51,1211123,1012377,2,4858283,8586,180982,self_employed,1,100,38031
59,383780,273483,4,3733272,85619,198671,self_employed,0,100,4935
26,709010,297607,3,4449515,415663,96921,student,1,100,0
25,1331723,568444,5,4737330,311986,291221,employed,0,100,90258
39,1718880,640649,3,4244398,106477,31583,employed,1,100,194350
64,1684910,964938,0,4992608,216904,254173,self_employed,0,100,100613
26,235021,143314,2,2261975,388977,65084,employed,0,100,0
55,184744,97537,2,2313334,126495,296275,self_employed,1,100,0
41,879921,488815,3,1549349,155531,93635,self_employed,0,100,47114
29,1717630,1196670,5,921763,344309,67811,employed,1,100,35330
29,1015552,665880,0,349621,216174,175142,employed,1,100,26699
63,1222311,715290,1,3793231,444713,257924,self_employed,1,100,12461
35,1504305,936642,2,369688,190870,81654,self_employed,1,100,75358
34,1051238,856988,4,1141658,493655,57695,employed,0,100,0
57,767643,487798,3,4857884,302802,274859,self_employed,1,100,0
54,1422016,1311881,0,4713309,162249,223059,self_employed,1,100,0
48,1666855,1098670,2,4446898,357886,192565,employed,0,100,42059
26,1583648,811820,5,1999587,62033,190947,employed,1,100,141958
56,981140,896108,0,3637274,160142,109397,self_employed,0,100,0
49,91801,33393,4,1133382,485213,201251,self_employed,1,100,0
54,952588,826534,0,593416,303278,235685,employed,1,100,0
36,813882,308787,3,4912754,335473,101721,employed,1,100,33924
59,1654942,1187411,1,3137111,326369,252883,self_employed,0,100,28232
53,376861,330725,1,3794331,292777,176195,employed,1,100,0
20,1133628,418357,1,4662894,374310,194195,employed,1,100,68192
41,1786230,1696393,5,4110253,263849,83352,employed,1,100,0
53,1870367,1146960,5,3228050,193139,214522,employed,1,100,106053
43,1270886,786437,0,1324539,10028,77598,self_employed,0,100,94884
37,636160,332621,5,4597006,267029,140456,employed,0,100,7301
31,1804047,1004440,2,4013313,36027,269898,employed,0,100,152715
49,1246694,742889,2,4104077,273946,200851,student,1,100,45971
25,987487,411278,2,4222025,209971,202874,student,0,100,73247
54,1048304,645773,4,564702,150212,132464,employed,1,100,50463
54,660354,454299,2,2286480,497546,136088,self_employed,1,100,0
28,1581441,500687,3,3833393,55719,129402,unemployed,0,100,205006
23,52383,41078,0,1340001,495237,231136,student,0,100,0
54,757649,503658,3,4054533,96322,19580,unemployed,0,100,31533
49,1261805,468465,1,4016448,228425,230536,unemployed,1,100,112982
50,1431985,1213958,3,1448593,1959,17140,employed,0,100,43213
63,464183,289140,3,4281122,45430,235792,unemployed,0,100,25922
34,1144690,659946,3,3708266,121875,167435,self_employed,0,100,72573
51,868675,476947,4,1869378,336145,147170,employed,1,100,11116
52,648651,525468,0,1975426,478177,265630,unemployed,1,100,0
55,1397002,492631,5,4907217,248657,215826,employed,0,100,131142
39,1187788,900980,2,3692021,83201,115246,student,0,100,40721
61,1979327,1413502,3,2178162,213004,94923,employed,1,100,70564
55,391155,224992,5,346383,353335,179355,unemployed,1,100,0
19,1343469,1233832,1,1183634,157357,50245,employed,0,100,0
49,378373,248957,5,3310807,74491,273530,unemployed,1,100,10984
40,1433203,984978,0,630803,418164,178020,employed,1,100,6012
30,722316,574979,0,1563796,470973,110001,employed,1,100,0
45,909040,642204,3,2884979,113612,159119,self_employed,0,100,30644
33,111632,94649,5,4920702,244526,63783,employed,1,100,0
30,995760,446909,0,1465159,294330,170107,employed,0,100,50904
41,1537233,1246290,0,3183726,467417,69247,employed,0,100,0
21,596827,203714,5,2459018,362815,159214,employed,0,100,6059
55,1748766,1301276,0,4780342,460683,267916,self_employed,1,100,0
49,962710,905434,0,4335292,352651,265577,employed,1,100,0
63,1638866,1223911,1,3834640,360843,114258,self_employed,0,100,10822
62,908758,467330,1,1570635,458230,275576,employed,0,100,0
43,984828,619698,1,2285361,475755,95687,student,0,100,0
60,482134,455776,2,925029,146838,291908,employed,0,100,0
32,295435,180596,1,342826,227345,297355,student,0,100,0
33,603072,489730,2,4229017,49559,12839,employed,0,100,12756
18,1844063,771754,3,1938583,410158,268412,self_employed,0,100,132430
45,236554,200255,0,4086209,250842,284998,self_employed,0,100,0
34,823358,341386,1,2119969,194117,614,unemployed,0,100,57570
33,1628463,1540310,3,2217183,336423,172717,employed,1,100,0
48,526315,194773,0,175856,22188,61718,employed,0,100,61870
54,1777170,973998,3,808703,84546,167322,self_employed,0,100,143725
33,228083,172555,5,4484317,29298,84226,employed,1,100,5245
63,537035,421217,4,2476493,61885,21384,student,1,100,10786
21,1116736,557371,0,2244921,491321,222834,self_employed,1,100,13608
60,1264708,871090,0,2373461,17522,7907,employed,1,100,75219
41,731831,260007,2,1201407,268397,233433,employed,1,100,40685
44,1385535,447888,5,1192433,73848,201835,self_employed,0,100,172759
52,1932813,752521,5,3267343,158299,283553,self_employed,1,100,204398
51,1210341,675340,0,485575,384693,104253,employed,0,100,30061
38,485013,299571,3,1084033,92168,66208,employed,0,100,18654
62,1832600,667812,4,2968791,184865,213917,employed,0,100,195984
30,1918643,1123918,4,1089153,170555,64325,unemployed,1,100,124833
26,1307320,1165928,1,1173289,130970,132604,employed,1,100,2084
24,319899,219539,1,4032239,437691,273946,self_employed,0,100,0
61,1477598,739072,3,663555,232697,66699,employed,1,100,101165
46,1510037,637669,1,3238409,327192,135901,self_employed,1,100,109035
40,1414909,895771,4,3010162,203369,267487,unemployed,1,100,63153
35,823432,375465,4,4795158,421970,263294,employed,0,100,5199
41,1989470,1815746,2,3131597,479225,93083,student,1,100,0
22,764059,391839,0,3470231,422349,68457,employed,0,100,0
41,314589,103599,0,2886729,389881,155221,self_employed,0,100,0
38,1975185,1598578,1,309726,467751,283378,self_employed,0,100,0
61,1043233,849628,3,3994427,421202,166126,employed,0,100,0
46,1108074,973565,0,392078,459339,187967,employed,1,100,0
50,896891,746645,5,942683,48606,63438,employed,0,100,20327
27,928800,457981,0,4133332,112419,253255,employed,1,100,71679
58,1807995,1437878,4,4421709,274584,183373,self_employed,1,100,19106
38,1228648,1054028,1,4105990,138681,292416,student,1,100,7187
35,1960341,1665446,3,1125414,453180,84812,employed,1,100,0
47,677645,403547,2,1389765,413875,55478,self_employed,0,100,0
53,1327629,1004625,3,3803938,476797,27379,employed,0,100,0
50,626483,566493,1,869308,191237,75407,employed,1,100,0
30,886970,626747,3,1832073,496653,102376,employed,0,100,0
22,1125352,572854,5,3707240,472582,254772,self_employed,0,100,15983
23,1612980,568566,0,4854681,181212,296369,student,1,100,172640
37,446661,166472,5,2203764,490201,217826,employed,1,100,0
54,1300672,796351,3,1426289,262817,118488,employed,0,100,48300
29,1638986,1136116,1,4147143,243686,262387,employed,0,100,51836
29,382523,159293,3,1173402,122915,151821,employed,0,100,20062
30,1682655,710011,1,3458571,317046,4206,self_employed,0,100,131119
22,925655,347585,0,4921274,31794,248629,student,0,100,109255
37,214891,108937,4,3146383,280650,79980,employed,1,100,0
47,144314,97612,3,2866850,241611,213369,employed,0,100,0
34,273046,203607,5,3884154,254570,50930,unemployed,0,100,0
38,56015,49964,0,2710421,453352,98356,employed,1,100,0
21,450731,310024,4,730054,452054,271701,self_employed,0,100,0
39,558638,251511,0,1727066,212093,122969,employed,1,100,19006
24,1786121,1380302,4,4801781,407889,21930,self_employed,0,100,0
53,79853,70315,4,3843722,135092,68722,self_employed,1,100,0
44,1095756,478149,2,4279671,386803,44026,student,1,100,46160
31,456914,366805,4,1855846,464060,9063,self_employed,1,100,0
32,698876,576213,5,3241534,316569,191278,employed,0,100,0
36,1658634,827903,4,1040732,66902,89524,employed,0,100,152765
35,1844116,1152756,5,933614,467889,238472,self_employed,0,100,44694
50,1146680,653469,0,1436099,416263,277274,student,1,100,15389
26,272818,126256,1,4753168,52886,216216,employed,0,100,18735
33,809991,514382,4,3332850,375754,50660,self_employed,0,100,0
37,1812947,1574425,4,3879153,316638,285626,employed,0,100,0
40,1554764,538378,1,3207832,215954,192707,student,0,100,160086
55,1195880,1067249,4,4787258,479765,56607,self_employed,0,100,0
63,1915160,643374,3,2841317,167080,232083,unemployed,0,100,220941
53,1727941,1019463,3,2373668,60496,122390,employed,1,100,129596
23,728056,231013,0,839241,385456,254037,unemployed,0,100,22317
29,1625411,1251363,5,4358627,337080,47590,self_employed,1,100,7393
64,1710768,638811,2,1599595,155738,205279,employed,1,100,183243
39,1060692,894068,3,2168942,136478,109653,employed,1,100,6029
54,416758,368361,3,3344907,347408,12298,employed,0,100,0
33,718795,404017,4,1698192,130576,290648,self_employed,0,100,36840
41,749205,704891,4,3446536,418923,200285,employed,0,100,0
41,1248407,696976,3,2525674,492897,84639,employed,0,100,11706
27,1877354,1121335,3,4821230,322914,193696,self_employed,0,100,86620
47,98235,56253,5,355921,338186,180778,employed,0,100,0
30,1240370,811229,4,4036536,267475,213872,self_employed,0,100,32333
27,1519847,1364461,1,1126871,321595,262107,self_employed,1,100,0
43,807042,298700,3,4548487,193027,262241,employed,0,100,63062
22,840242,467507,2,4484714,345145,283454,self_employed,0,100,5517
36,361295,192154,1,707979,122242,102700,employed,1,100,9379
34,848559,309673,2,245735,339271,112527,unemployed,1,100,39922
18,1011166,813283,2,1693619,470259,208823,employed,0,100,0
49,857853,334589,0,4025984,130040,241779,self_employed,0,100,78644
56,862615,285017,4,2315396,135672,226761,self_employed,1,100,88385
55,1023470,954733,2,2266170,91646,85004,self_employed,0,100,0
18,1743803,1313487,3,3996641,167779,173748,employed,1,100,52507
28,1633559,1264902,3,79735,45603,219360,unemployed,0,100,64610
34,1641206,1105808,1,2839133,96338,70766,self_employed,0,100,87811
39,874541,359761,3,3096807,102909,58929,employed,0,100,82374
31,52391,33902,3,2963773,333587,161679,self_employed,0,100,0
61,1915381,1541638,5,4249508,25604,172586,employed,1,100,69627
40,356177,270878,0,1323777,484825,213880,employed,0,100,0
35,625470,448568,2,1964990,220501,205490,self_employed,0,100,0
36,1182575,418020,4,1550109,412086,298304,student,0,100,70493
44,1902665,1371681,1,492516,141337,186196,student,1,100,77929
35,558335,191880,0,170498,409265,101173,employed,1,100,0
34,1357446,1216947,2,195956,56831,148397,unemployed,0,100,16733
43,1391382,1189974,2,3553080,3657,201705,employed,0,100,39550
47,114608,36123,3,1343371,7767,174093,employed,0,100,14143
51,833958,366101,3,2588617,329779,198272,employed,0,100,27615
33,1899852,1272909,1,727402,412639,272469,self_employed,0,100,42860
34,353196,116265,4,2848204,444988,293620,employed,1,100,0
27,651261,580483,3,3969958,482422,187060,employed,1,100,0
47,1521775,1345489,4,1797041,336472,279268,employed,0,100,0
47,1203836,493448,3,2755181,332814,115587,employed,1,100,75514
43,826240,742250,4,10711,373606,212879,employed,0,100,0
24,1017791,770456,3,4357710,150196,106483,unemployed,0,100,19427
22,233516,140168,5,3522361,402849,27489,employed,0,100,0
38,1994843,1194026,3,1034809,274667,222311,self_employed,0,100,105229
25,852422,430184,5,308391,31375,10427,self_employed,0,100,78172
46,1062981,723611,3,428411,323886,239392,employed,0,100,3096
49,998773,690243,3,2339134,456767,83000,employed,1,100,0
41,1869009,767429,4,3996822,23531,73230,self_employed,0,100,215609
61,704534,432943,0,22292,267133,236691,employed,0,100,891
20,239223,88927,1,2331489,322249,244009,employed,1,100,0
50,1504141,1207046,0,2142727,49649,106605,employed,1,100,49489
21,1198039,978635,4,2733457,467838,287959,self_employed,1,100,0
28,1324557,1133983,1,3970454,28869,56334,self_employed,0,100,32340
45,1968133,648365,3,3701073,279789,133906,student,0,100,207995
54,1054021,772686,0,1983524,116708,147596,employed,0,100,32925
25,1225332,1065186,1,1597519,460395,203121,employed,0,100,0
19,1767192,915309,0,3577561,229625,229365,employed,0,100,124451
23,1575774,1284237,4,401625,52924,286045,employed,0,100,47722
49,1624680,493436,1,932530,17320,11910,employed,1,100,222784
53,1788943,1310279,3,1123618,89556,4139,self_employed,0,100,77821
36,1134811,517980,2,1599610,308268,204049,employed,1,100,61712
60,1312146,460328,3,3714835,304513,289212,employed,0,100,109460
58,1754138,1096579,2,286623,179248,186605,employed,0,100,95662
54,1620783,872412,3,4809802,81509,236440,employed,0,100,133372
35,182183,125308,4,2536204,450706,149308,employed,1,100,0
52,953432,816624,1,409075,261621,110411,employed,1,100,0
42,474980,263531,0,1937371,233960,225953,self_employed,0,100,0
57,858351,774553,5,1470816,211877,263764,self_employed,1,100,0
55,1284821,609668,3,2879642,179798,101050,employed,0,100,99070
57,1555491,1253179,2,4817895,394346,7736,employed,0,100,0
34,945589,677440,1,2183994,83052,128446,self_employed,1,100,37019
19,1072571,680976,5,495517,352656,261806,employed,1,100,7787
39,374879,221944,0,3000022,34437,102869,employed,0,100,23699
54,1669250,1492058,2,1420066,379573,220021,self_employed,1,100,0
63,542891,391664,2,4481517,484143,102799,self_employed,1,100,0
50,1896613,1014197,5,1574070,65963,220868,employed,1,100,163290
37,475209,313133,1,3482948,329786,41833,self_employed,0,100,0
57,818298,538694,4,1623810,266736,57341,self_employed,0,100,2573
29,1336614,1162914,4,2818217,54049,104784,employed,0,100,23930
51,479856,156923,4,1774221,481678,66211,employed,1,100,0
52,744918,436906,5,1741038,107354,184856,self_employed,0,100,40131
56,665691,420439,1,2085916,452117,258348,employed,1,100,0
19,611426,243821,2,4802703,488098,120707,employed,0,100,0
45,1728126,519317,1,1567832,377042,256065,employed,1,100,166353
36,1794884,540957,4,1973738,105729,158185,employed,0,100,229639
28,792132,744473,3,58811,389803,243993,employed,0,100,0
60,1119429,391057,1,4789664,394259,157130,employed,0,100,66822
31,1837967,659183,3,2907622,303276,35109,self_employed,0,100,175101
55,1698625,646793,4,808962,497853,243282,employed,1,100,110795
41,942749,888719,1,972812,12988,31222,employed,1,100,8208
19,1634664,1281606,1,4657177,107104,82890,student,1,100,49190
59,1603628,907071,3,357002,351824,89142,self_employed,0,100,68946
24,1449494,1364812,0,998742,85735,215608,self_employed,0,100,0
55,1878538,1247798,3,3365799,422327,101821,unemployed,0,100,41682
26,633315,522207,4,3408084,245864,52828,employed,1,100,0
50,1257220,438934,3,188113,307767,28813,self_employed,0,100,102103
44,1864180,1697450,5,2431434,390529,95433,employed,0,100,0
21,869433,799129,0,1389008,134667,48612,employed,0,100,0
50,726389,625640,4,886912,422513,226216,employed,0,100,0
25,1219149,493361,5,4127654,386129,113502,employed,1,100,67931
57,232371,70208,1,839135,324502,238508,unemployed,1,100,0
26,1637813,1447850,1,2626257,101429,287665,employed,1,100,17706
29,1517747,758309,0,4764085,389631,42554,student,1,100,73961
61,1943439,1041610,5,300140,160068,157491,employed,0,100,148352
28,638371,386666,4,314343,247828,215321,employed,0,100,775
33,134840,68292,4,1343407,132077,232506,unemployed,1,100,0
19,1789310,1228562,1,303123,248507,272242,employed,0,100,62448
64,1256192,706263,3,3124097,130963,20817,employed,1,100,83793
55,1399476,1085479,3,2379891,45775,224972,employed,1,100,53644
60,1191604,382193,4,189098,228485,124808,student,0,100,116185
54,303280,131407,0,191313,406842,72347,employed,0,100,0
63,1925549,1722491,0,3492092,47978,98611,unemployed,0,100,31015
20,1082691,356655,5,745716,402521,283632,employed,1,100,64702
52,1871105,1142041,1,3084407,390623,20506,unemployed,1,100,67688
64,1429966,597599,2,2718507,3042,198811,employed,0,100,165864
26,80209,64671,5,884097,147734,153346,employed,0,100,0
53,1014075,646790,0,1992242,235108,125358,employed,0,100,26435
24,988953,758685,5,2746602,162357,276192,student,0,100,13582
43,1243520,1043520,2,4612628,139376,231760,employed,0,100,12124
29,1977611,1558769,3,3481295,26239,175860,employed,1,100,78520
33,1733720,981195,1,4323181,247416,84579,student,1,100,101021
48,1412965,841874,3,2876154,333841,181018,student,0,100,47449
41,1415270,1027137,0,4076353,77097,280658,employed,0,100,62207
18,1196921,941144,3,4585375,411348,176201,self_employed,1,100,0
